PhraseNo,Phrase,IsHateSpeech
537,"අනෙක් වැදගත් ම දෙය නම් බෞද්ධයන් පුනර්භවය විශ්වාස කරනා බැවින්, ඔබගේ මීළඟ භවයේ දී ඔබ ම ඔබගේ මුණුබුරු පරම්පරාවට මෙසේ දාව ඉපිද මෙම ඛේදජනක ඉරණමට ගොදුරක් වී එදාට අපා දුක් විඳින්නේ ය…",NO
538,පාරිභෝගිකයින් ගොනාට අන්දවා අරාබියට සල්ලි අදින එටිසලාට් ශ‍්‍රී ලංකාවේ ෑම නගරයක ම මුස්ලිම් පල්ලි සැදීමට ප‍්‍රධාන අනුග‍්‍රාහකත්වය. සිංහලයාගේ සල්ලි ටික හූර ගෙන කාලා හම්බ ගුබ්බෑයම් හදනවා ලංකාව පුරාවට ම. එටිසලාට් වර්ජනය කරපල්ලා දැන් වත් සිංහලූනේ,YES
539,"සිංහයනි, අපි තව දුරටත් නිදා ගෙන සිටිය හොත් අනාගතයේ අපේ සිංහ පැටවුන් මෙවැනි ම වූ ම්ලේච්ඡුයන්ට ගොදුරු වීම වැළැක්විය නොහැකි ය.",NO
540,ඇයි දෙයියනේ මට ඉස්ලාම් මිනිහෙක්ව කසාද බඳින්න සිද්ධ වුණේ! මොන පව්කාරකමකට ද මං මුස්ලිම් වෙලා ඉපදුණේ…,YES
541,මොහුගේ මව අප වෙත අදහස් දැක්වූයේ මගේ පුතා මැරුණත් මේ බෝධිය රැුක ගත යුතු බව යි. බෙදාහදා ගනිමින් මුස්ලිම් ත‍්‍රස්තවාදයට විරුද්ධත්වය පළ කරන්න!,YES
542,Aulak na kalaya Bangladesh walata kisima wenasak Kerala na...,NO
543,රටටම වෙලා තියෙන දේ හැටියට cricket ගැන මොන කථාද? දෙමව්පියෝ විකුනලා හරි හොයාපල්ලා සල්ලි.හැම තැනම යක්ෂයා රජ වෙලා ඉන්නේ.,YES
544,ඇන්ජලෝ මැතිව්ස්ගේ ගොබ්බ නායකත්වයට පිං සිද්ද වෙන්න..,YES
545,ඔයාගේ පේජ් එකේ නම වීඩියෝ එකට දාගන්න ඔයාද ඔය වීඩියෝ එක කරේ?? තමන්ගේ පේජ් එකට වාසියක් ගන්න හදනවා නම් අඩුම තරමේ මේ වීඩියෝ එක කරපු මුල් අයිතිකරුට ස්තූතියි කියන්නවත් පුරුදු වෙන්න...,NO
546,මුස්ලිම් අයට නම් සහජීවන නීතිය හෙල්මට් නැතිව ගියාට අවුලක් නැ..?,YES
547,අපේම සිංහළයන්ගේ නිෂ්පාදන ගන්න සිංහළ වෙළද අධිකාරියක් ගොඩ නගමු.,YES
548,"ආඩම්බරෙන් වෙල්ලස්සේ කිව්වට,ජාතික වීරයෝ ගැන කිව්වට උන් ඉන්න තැනක ඉදන් අපිට හෙන ගහන්න කියනව ඇති. හුඟාක් අය දකින්නෙ නැතුව ඇති, එක්කෝ ගානක් නැතුව ඇති",NO
549,අන්තර්ජාලයේ හැමතැනම හුවමාරුවෙන නිසා හැමෝටම තේරෙන භාෂාවෙන් සරලව පරිවර්තනය කල නිසයි Logo එක දාලා තියෙන්නේ. වීඩියෝවේ මුල් හිමිකරු ඉන්නවා නම් දන්වන්න. ඔහු ගැන මෙහි සඳහන් කිරීම අපිට කිසිම ගැටලුවක් නෙවෙයි.,NO
550,බල්ලන්ගේ ලේ බැලිමේ පිපාසයෙන් පෙලෙන මුස්තාපා.,YES
551,රාවුෆ් හකීම් කියන පරයා නැගෙනහිර මහපුටුව මුස්ලිම් කොංග්‍රසයට ඉල්ලනවලු. පිනට දෙන්න මූ හිතුවද දන්නෙ නෑ නැගෙනහිර මුගෙ.,YES
552,සිංහලයා මෝඩයා කැවුම් කන්න සූරයා,YES
553,"පෝස්ට් එකක් ෂෙයා කිරිම හෝ නොකිරිම ගැන විමසීමට වඩා අවබෝධ කරගත යුත්තේ,සිංහලයා මැරු මුස්ලිමානුවෝ පර බල්ලෝ..",YES
554,” ඔයාට ඒක වැඩක් නෑනේ- පර සිංහලයා බැහැපිය එළියට”අයුක්තිය රජයන ඉකිරිගොල්ලෑවේ වසීම් හෝටලය,YES
555,"පර සිංහලයා මර නින්දේ, බොදු බල සේනාවට බුරන NGO නඩය කියන කතාව",YES
556,"සිංහලයා බල්ලාට දමා .....සුද්දාට,පර දෙමළාට සහ තම්බියාට ගිය රටක්....",YES
557,Ltte thibba ayudha gaththeth mun thama.,YES
558,Okata dan thawa ekak add wei,NO
559,ෆොන්සේකා සිරිසේනගේ අමුඩය ඔලුවෙන් ගලවයි,YES
560,"හර්ශ ආචාරියා කොලෙත් ඉරාගෙන ඇඟෙත් හළාගෙන! දැන් ඉඳුල් ඇඟේ උලාගෙන,
මේකගෙ මොලේ ලුණු ගොරකා දාලා ජාඩි දාගන්න හිතෙනවා,
මූතමයි කිව්වේ රුපියල බාල්දුවෙනවිට ,ඩොලරය නගිනවිට පොදු මිනිහා අතට රුපියල් ගොඩාක් එනවා, සතුටු වෙන්න එපායැ කියලා, අනේ අම්මපා මූට දීපු ආචාරියා පට්ටම",YES
561,යාලුවන‌ේ අද අපි පිං වැඩක් කරා.කුලියාපිටිය‌ෙ බස් නැවතුම‌ෙ ඉන්න අසරණ මනුස්සය‌ෙක්ග‌ෙ බඩගින්න නිමුවා. පස්ස‌ෙ අැදුනුත් අරන් දුන්නා.,NO
562,අවංකවම සතුටුයි.කන්න දීල ප‌ොට‌ෝ ගහල ම‌ේකට දැම්ම‌ෙ ඔයාලවත් හ‌ොද මනුස්සය‌ො කරන්න උවමනාව නිසයි. බුදු සරණයි...,NO
563,me karapu wede atma 7k diwyaloke ipaden wedak...asarana kamin piditha meweni udgalaynt sawiyak wemu.,NO
564,නන්නත්තාරයි නේද..,NO
565,නියමයි බන්...,NO
566,"දනිස්, උරහිස් වහගෙන අපි පිදුරංගල යන්න ඕනි. මේක හරිම පූජනීය තැනක්",NO
567,සුද්දි අපිට කියලා දුන්නු පිදුරංගල වටිනාකම,NO
568,පුක පෙන්නපු හරක් වැදපන් මෙ සුද්දිට දනගහලා උන් ලංකාවට ඇවිත් ලන්කාවෙ එව්න්ට උගන්නල යනවා හැසිරෙන්න ඔන විදිහ ලැජ්ජයි යකො වහා කපියව්,YES
569,"අපේ රටේ ඉන්නෙ පට්ටි වලත් නැති පට්ට හරක් බං..
මොකෙක් හරි හරකෙක් මොකක් හරි හරක් වැඩක් කලාම අනිත් හරක් ඔක්කොමත් ඒක කරනව..",YES
570,මේ සංචාරකයෝ සිගිරි යන්න රු.2500 විතර ටිකට් එකක් ගන්නව.ගිහින් එ් මිනිස්සුන්ගෙ හැදිච්ච කම ලෝකෙටම පෙන්වනව,NO
571,අපේ මොට්ටයො නිකන් ගිහින් නිරුවත ලෝකෙට පෙන්වනව....හැබැයි ඔවුන් දන්නැ සුද්ද දිපු ඩොලරයෙන් ලංකාව ශක්තිමත් වෙනව.....මේ මිනිස්සු හිතන් ඉන්නෙ හෙලුව කියන්නෙ මාකට් එකක් කියල.,NO
